,0,1,2,3,4,5,6,7
11691,HERC4,CCDC24,CPNE2,PRKAG2,DAK,RP11-432I5.1,CLEC1B,OMA1
11692,CTNNBL1,UBASH3B,EGFL7,AGPAT5,MAPK8,TMEM129,UBE2O,RAP1A
11693,EMB,ARNT,SLC38A1,TTPAL,MED15,SLC9A8,F2R,FAM102A
11694,IPO13,PDE5A,NXPE3,KLF12,PNMA1,COL18A1,RABEP1,KIN
11695,TTC37,LYRM1,ALKBH7,BOLA3,ATG2A,DYNLT1,C11orf24,LPAR6
11696,ARF6,ODF2L,EIF3J-AS1,ISOC1,TIMM21,HIPK3,MOSPD1,FTSJ3
11697,NRM,PET112,AGTPBP1,ACOT13,RAB27B,LLGL2,FNTA,PSMB6
11698,RBPJ,SOGA1,EMC10,WARS,ZDHHC5,ATM,LDLR,CXCR3
11699,PARP14,PPTC7,ADI1,DHODH,SCAMP2,TATDN3,DCLRE1C,CCDC174
11700,RP11-473M20.9,XRCC5,INF2,NMRAL1,ZNF512,OGFRL1,MAFK,EIF5A
11701,CIAPIN1,CTU1,ZNF174,FAM71D,ARFRP1,ARL1,RP11-81H14.2,TFPT
11702,NFKBIB,CRLF3,TIAM1,EIF1,SF3A2,RCBTB2,SMARCAL1,CEPT1
11703,C9orf16,RP11-162A12.2,ZBTB11,PDE4DIP,METAP2,TERF1,FXYD7,EPM2AIP1
11704,MAPRE3,MAPK1,MAP4K1,USP12,GFOD2,ZNF846,ZCCHC17,CHST11
11705,SCLT1,AP000783.1,RRP1B,SLC25A35,KIAA0226L,ZSCAN21,GNL3,ABHD10
11706,CLCN6,MGAT4A,FAM129A,EIF1AD,RP11-418J17.1,NIFK,IL1RN,PTGES2
11707,SLC10A3,IL10RB-AS1,DNASE1L1,SAP30BP,ATP6V0E2,RPS27A,FOLR2,HSD17B8
11708,MSL2,GBF1,RBM3,FAM98B,C1orf228,NENF,HAUS6,POLDIP3
11709,MAPK1,SBF2,EBPL,KRAS,AEN,TMEM40,KMT2B,FCGR2A
11710,ATF3,ARHGAP31,IMP3,RBL1,PTPLAD1,POU2F2,PIGC,AIMP2
11711,SLC22A18,RUSC1,PICALM,KLHL15,VPS45,NFX1,DHODH,MAN1B1
11712,MTG1,DEF6,RFXANK,PAFAH1B2,FAM46A,ORAOV1,RNF40,ATP6V1A
11713,ITFG1,SEC23A,AK5,NRGN,PCF11,TMEM248,PPP2R5A,ASPSCR1
11714,NFKB2,PAPOLG,RP3-395M20.12,CD40LG,CDKAL1,PTGS1,CD93,FARSA
11715,GRAMD1A,PIK3CA,HSPA14,TCERG1,RP11-804H8.6,AGPAT4,GEMIN8,DHX9
11716,EBF1,ATP5L2,RETSAT,SUCLG2,SETD5,ZNF770,ARID3B,CCNK
11717,APOO,IGFBP6,RNF13,LRRC58,TRMT10B,FBXO18,SAR1B,CNP
11718,C21orf2,ASL,PYGO2,ERCC2,CDADC1,C3orf33,DDX58,CAPN7
11719,GPAA1,MTRF1L,DIS3L,SESN1,SMARCA5,C11orf1,PWP1,FAM177A1
11720,VPS37A,ZNF362,ALG1,SSH2,SETX,HGS,SLC4A2,MRPL49
11721,RP11-244H3.4,UQCRQ,UTP6,TMEM104,KLHDC4,ZNF549,MAP3K6,UBQLN2
11722,FECH,CLN5,CASC7,CHCHD4,SPPL3,FAM63B,ACSM3,CTD-2006K23.1
11723,MTO1,NDUFA10,IL18R1,NVL,ING4,ZMYM1,ABHD3,R3HCC1
11724,ADAM8,CSRP1,SCAMP1,CMPK2,SMC2,FLT3LG,RP13-1032I1.7,TRIM27
11725,C11orf57,USP5,PBX2,POLB,ENKUR,RSAD1,RP11-347P5.1,KLC1
11726,IMPA1,MRPL39,LAMP5,TBC1D19,PRKAB1,C18orf21,PDCL,ARHGEF3
11727,NCOA7,PRKRIP1,PCNP,DCTD,PTPRN2,RALB,OMA1,SH2D2A
11728,SLC25A11,CCDC174,SNCA,NAPEPLD,SNRK,BSDC1,SGTB,XPC
11729,TRIM47,COQ5,MTCH1,SNORD3B-1,FBXL12,LINC00954,TRMT61B,PNPLA2
11730,FRG1B,AC137932.6,AP2A2,HEXDC,PTBP1,TRAF1,PDE4B,USP33
11731,DNAAF2,ELK4,WRB,CLN6,RAB28,RBMXL1,LYAR,TUBGCP2
11732,ABCB10,GTF3C5,MLLT11,AGFG1,GATA2,CEP120,TRNT1,BCKDK
11733,ALOX12,PRKCE,PHACTR2,SNRNP35,COL18A1,UBL7,ARPC4,ASF1A
11734,NDUFB7,MANBAL,TECR,TSPAN14,SERPINF1,TTF2,TBC1D15,GEMIN7
11735,HDAC4,LEF1,RXRB,OTUD4,ACSS2,METTL2B,CEP164,RP11-347P5.1
11736,ARSA,SCN1B,HSPA5,TBC1D15,ARL14EP,MED8,ZNF830,HNMT
11737,ZBTB38,JAZF1,RNF113A,SLC25A17,JPX,TDRKH,UTP20,NFYC
11738,XPO7,ZNF707,FAS,CR1,RABIF,E2F2,SLC50A1,ORAI2
11739,WDR55,SLC35E3,COX20,GLA,RUVBL2,CTD-2017D11.1,RP5-827C21.4,TMEM223
11740,MYL6,SCARB1,RHOB,VAV3,CAPZA1,NOL8,FNDC3A,FES
11741,IER5,TCIRG1,SAR1B,TULP4,POLDIP2,CD1D,RNF220,SPN
11742,CHMP1B,MT-CO3,VPS26A,CIAO1,TMEM131,NAMPT,USP19,FXN
11743,MBNL1-AS1,NDUFAF5,PHYKPL,ERCC6L2,SFT2D3,ATG16L1,SF3B3,YARS
11744,AC027307.3,RP11-792A8.4,FAM105B,PRCP,RAD9A,NLRX1,SRSF9,CHD1
11745,PARVB,RP11-156E8.1,PID1,LIN7B,PLBD2,KAT5,CHAMP1,CYTH1
11746,ETFB,TPM1,CXorf38,TNFRSF13B,DISC1,RALGDS,DTX3L,ZCCHC7
11747,DHRS13,PRMT5,TIPRL,KLHL9,ZNF720,ADO,PPP1R15B,MRPS10
11748,BOD1L1,FAM98C,AC006369.2,BAZ2A,KLHDC3,ABHD10,C16orf80,C5orf15
11749,SAT1,MTMR3,SLC25A19,CHERP,KIAA0196,ZNF101,IP6K2,UBE2K
11750,SERP1,C6orf62,APOL6,APEX1,ANKIB1,PSKH1,EIF5,SLC35C2
11751,TPO,PAXBP1,NARG2,LDLR,ACTR6,RPP25,GATA3,DENND6B
11752,RP11-386G11.10,PAPSS1,DUSP10,HOTAIRM1,PDE4A,POFUT1,ZNF766,ACIN1
11753,DUSP28,CPSF4,MRPL22,ZNF583,SKIL,KCTD17,SLC2A6,RPP30
11754,CCNG1,NFKB1,RPE,TLR4,C1orf56,CAMKK2,KBTBD11,GTF2F2
11755,ZCCHC18,KLHL8,RGS14,PTBP1,GUF1,MAPK8,ZNF138,CLPTM1
11756,CDK17,ZBTB45,IFNAR2,IRF2,SIKE1,QSER1,SLC25A33,WAC-AS1
11757,LIMK2,SMPD4,TMEM192,SPECC1,PCNXL4,XPO4,SCAND1,NUPL2
11758,UROS,SNAPC1,HERPUD2,RP11-1017G21.5,CD72,MKS1,HDHD2,ERI3
11759,NFE2L1,DYNC1LI1,LMF2,MBIP,RUFY2,THEM4,RASGRP3,RRS1
11760,RP2,SCAP,OASL,FUBP3,CCR1,SMURF1,AP003733.1,HSPA6
11761,NDRG3,KLHL2,PDDC1,RCN2,KMO,CDKN2AIP,GAK,KPNA2
11762,ZNF48,TMIE,TRAPPC13,POLR2A,RP9,LILRA2,UBE2H,WHAMM
11763,ORC3,GFI1B,RALGPS1,PCNXL4,DHRS3,RPS6KA4,PDIA3,GNL2
11764,RABEP1,MAP4K4,MGAT4A,PLIN3,PAPD4,TARBP1,CLEC4D,SMARCA4
11765,C10orf95,PCTP,MARK2,ACSL5,ZNF91,AQR,USP8,MALSU1
11766,SMG1,PDK1,SLCO3A1,TEX30,POLDIP3,MGLL,ATP6V1B2,ABLIM1
11767,FAR2,ZNF330,MAFB,UBE2T,KRAS,TUBB2A,ZNF211,CECR5
11768,RP11-473I1.5,C6orf1,CD244,APTX,CAPG,AZIN1,PRKDC,FFAR2
11769,DHRS3,INPP5K,IP6K2,CSNK2A1,ATP6AP1,TMUB2,OSBPL7,GINM1
11770,GLMN,WDR91,NFXL1,HOXB4,SLC27A1,PLAUR,POLR3GL,RNASEK
11771,JOSD2,MIEF1,SMG1,HACL1,TTLL12,LRRC57,BCL3,MIB2
11772,TRIM27,KLF11,SNTB1,PCCA,SPNS1,LDLRAD4,C7orf60,SELPLG
11773,SRP14-AS1,PBDC1,CDKN1A,MKL1,MTO1,SMIM7,ZCCHC9,CUL4A
11774,FNDC3A,GALT,DYNC1I2,ARHGAP1,ZNF44,SVOPL,POMGNT1,PPP1CA
11775,DUSP11,FNTA,RP11-383C5.4,FAM114A2,SLC22A18,DDX28,SLC2A1,CRTC3
11776,METTL8,ARMCX1,NUP37,TSN,JUNB,TSR1,C1RL,SUPT6H
11777,JMJD4,IPO8,MAP2K6,ATP5EP2,SUPT16H,DNAJC25,TAF13,ZDHHC6
11778,RDX,MAD1L1,SUPT20H,CNPPD1,MARCH5,F13A1,FOXJ2,CHMP7
11779,PLEKHA5,NR2C2AP,IDO1,SLC16A3,MAP3K13,PARP2,SCO2,CNOT4
11780,UBA7,DUS3L,LIPA,RP11-44N11.2,FAM174A,ACSL5,LSG1,FKBP15
11781,AC003075.4,ADAM17,SMPD1,ADNP,KIAA0020,SRA1,SLC35F6,KAT5
11782,B4GALT1,ADSS,ZNF639,PIK3R5,SERPINE2,CCM2,ADNP,UNC13D
11783,HIGD2A,ATP6V0E1,FRMD4B,RRP1,R3HDM4,IFITM3,KMO,TTC38
11784,TOMM5,GNB1,NAMPT,TMEM185A,SNX10,PDPR,MPP1,BIRC2
11785,COQ2,PWP1,TPK1,CYP20A1,TCOF1,PIGB,SLC39A9,SRP68
11786,WDTC1,R3HCC1L,RP11-81H14.2,TXNDC9,TM9SF4,GALNT6,TNFRSF18,SNAPIN
11787,MTMR2,LAS1L,ANO9,FRA10AC1,LMNB2,GTPBP4,CNOT11,TOM1
11788,RP11-1094M14.11,AGFG2,FLT3,SDR39U1,TMEM87B,HIST2H2AC,CTA-211A9.5,GALT
11789,PPID,EFHD2,VIPR1,FAM78A,TRMT6,CTC-444N24.11,MTMR12,RUVBL2
11790,EGLN1,CNOT4,BPGM,DHRS7,LUZP1,ZSCAN16,COA1,SUPT5H
11791,TMX4,RBM42,SLAMF1,CLK2,CALCOCO2,KIAA0930,LRP1,TMEM170A
11792,CCNH,AC010883.5,NRIP1,GUF1,RP11-65J3.1,APPBP2,CCNL2,AKAP13
11793,REEP3,TMEM2,SOCS1,HSBP1,MROH6,YWHAQ,DCTN5,ME2
11794,IMPDH1,NRGN,FXYD2,PTS,KCTD10,LILRA1,CBWD1,YIPF5
11795,MAPKAPK2,TMEM106C,RNMTL1,RFC5,NIP7,SEH1L,ZNF414,GRK6
11796,SDF2,MBD6,ZMYM3,YIPF5,TJP2,PRR5,ALDH1A1,TSEN15
11797,RP11-693J15.5,SPN,DAP3,MPPE1,TRIM39,HK1,LINC01011,HIST1H4C
11798,POMZP3,C3orf38,SMYD2,RP11-1398P2.1,PCGF3,XAB2,ATF6B,MRPS28
11799,GIT1,MYLPF,OS9,SECISBP2,ANKRD10,NCOR1,FAM24B,ACSF3
11800,PRCP,ABHD16A,PRPF4,RP11-635N19.1,FAM104B,AQP3,SGPP1,MED15
11801,ALG8,ECHDC2,MGAT4B,SLC25A1,ARRDC4,RP11-755B10.4,PGAP2,MAP4
11802,RP11-90D4.3,VPS37A,ABHD12,SGK1,ATP11A,RP11-141B14.1,CDC73,DDX54
11803,LLGL2,TWF2,HAUS1,SDHA,SATB1,USP8,THAP2,GGA2
11804,SEC24D,RNF6,DPP4,MAPK9,PTRHD1,PRR14,SNX14,KRR1
11805,ZNF786,GSTM4,LINS,TUBGCP6,USP24,ENPP4,ECE1,TCEA2
11806,RFC2,CDC42SE2,ANKZF1,STIP1,RICTOR,MIDN,CTSO,SEMA4A
11807,PARP15,LSM14A,ITPR3,RMND5A,FAM219A,STX2,ZNF668,TARDBP
11808,SS18,SCGB3A1,OGFOD1,N6AMT1,CWC27,STK17B,PPFIA1,HSPA4
11809,MOB3C,HNRNPLL,TEX261,ZC3H12A,CTC-459F4.3,BCKDHA,KDM1A,SFXN1
11810,PES1,TBC1D14,JAK3,ANKRD42,IKZF3,SIDT1,RPS28,BAX
11811,AIFM1,USF1,NOP16,AFF1,ZDHHC24,SCGB3A1,EOGT,SRD5A3
11812,HSPBP1,C11orf58,MAGOH,LASP1,CD9,ZNF430,BROX,AHCY
11813,TRPT1,POU2AF1,NPRL2,RABL5,ST8SIA4,SRRM1,RBM5,EEF1E1
11814,AL592183.1,PIGB,GSTM3,CLYBL,AL592183.1,KRTCAP2,DPM3,PRDM2
11815,HGS,TEX261,ECE1,AP2A1,ABI1,NSUN5,NUS1,HMCES
11816,PCK2,TLK1,PSMB4,SCP2,HIATL2,CEP164,MAD2L1,ANKRD13A
11817,SLC7A5,SRPR,PREX1,HK1,HSPA4,AP003733.1,LANCL1,DGKA
11818,RNF216,KB-431C1.4,NMRK1,RANBP6,ZFC3H1,UBC,ACTN1,TMEM222
11819,SLC44A1,ASNA1,TUBB,HMOX1,MGST1,PSMD5,BTBD9,SUN2
11820,SLC25A24,METTL2B,FHL1,TNFRSF10A,SEL1L,GLI4,CDK7,TOB2
11821,GIGYF1,DNAJB12,ARNT,RBAK-RBAKDN,LSM14B,COX20,KRBOX4,DALRD3
11822,FBXO4,DLD,PPP2CA,GPATCH4,SCAF1,C2orf42,DHX57,SIRPB1
11823,ADPRM,PPP1R14A,R3HCC1,SLC25A45,PCMTD1,RP11-640M9.1,CTCF,PJA2
11824,DBT,FBXO4,SLC12A9,CNOT2,PCYT1A,TNK2,TXLNG,WDR18
11825,IGFBP7,CHD2,SCIMP,MTX2,CTD-2521M24.9,TNFSF10,RNF121,CARD11
11826,BRAP,VHL,SLC16A7,RBX1,PPRC1,GLB1,VRK1,EHD4
11827,SATB1,IL1B,PADI4,EXOSC5,PRKCSH,MUT,FAM3A,ZNF626
11828,CD302,MKNK1,RMND1,ZFYVE16,HGD,CCDC18,PLCXD1,MVD
11829,SULF2,HPS4,ACADVL,AES,EIF2AK4,FHIT,OSBPL2,OASL
11830,GPCPD1,MSI2,MCMBP,ING5,BBS2,PSAT1,APOL1,VGLL4
11831,DDB1,LAT,RPS12,MAPKAPK5,SMG6,ILK,ESCO1,NEU1
11832,MESDC1,GYG1,LILRA2,METTL3,DDX42,SIN3B,SSH2,MYCBP
11833,FARSB,MED25,PGM2,DDX23,RP11-87C12.2,H1F0,ATP5S,EMR2
11834,PEX1,STX16,PPAN,PGGT1B,C20orf112,HINFP,DKFZP761J1410,TGIF1
11835,NAT10,CASC4,RAB4A,AZIN1,LINC01003,COX11,ABHD11,PPP3CA
11836,KLC1,RAD50,GPR108,PPBP,KIF22,GALK2,KIAA0368,SNAI3
11837,ECE1,ZMAT3,MS4A4A,HIPK1,SH2D1B,ZNF341,RPTOR,GLB1
11838,SNRNP27,MCOLN1,DDB2,MTERFD2,CEP63,BOLA2B,SRC,TXNL1
11839,CEP85L,PFAS,IPCEF1,TTC3,MINA,STX6,AC005082.12,SRSF9
11840,FAHD1,SIRT5,CCNC,FAM50B,RANGAP1,PSMG2,PTPN22,RTP4
11841,KLHDC2,NAPA,HN1L,ADHFE1,ZYG11B,EIF1B,MINOS1,DUS1L
11842,ATP11A,RBM48,LGALS8,KIAA0100,TBPL1,ATAD3B,PSMD5,AKAP17A
11843,AC016586.1,PLD4,G3BP1,XIAP,BAG4,SLC39A1,EIF4E3,DDX1
11844,C7orf60,NT5C2,ERGIC3,DTX3L,FAM122A,FLYWCH2,S100B,GOLT1B
11845,APH1B,METTL21A,APH1A,COG6,C6orf211,FAM50A,CSF1R,MCMBP
11846,POLR2M,AC025171.1,SLC43A3,TMEM208,TRIP12,LYRM5,CTD-2020K17.1,DDX19B
11847,MAFG,NCR3,TRIAP1,TXLNG,SRF,ENO2,TACO1,CCDC88A
11848,FTCDNL1,DDX56,TATDN3,GFPT1,CYB5R3,RGL2,C11orf58,SLC25A19
11849,CTA-250D10.23,LPAR6,HENMT1,HIST1H2BK,ARL11,CD19,PUS3,TIMM10B
11850,RNF121,SYT11,RP11-390E23.6,NEIL1,PLXNB2,LIMD1,MTERFD1,BCL2A1
11851,SLC31A1,HERC4,TPGS2,MARCH6,MOSPD3,MBNL1-AS1,HAGH,NKIRAS2
11852,SPCS3,ZC3H7A,FNIP2,CTCF,TMCC2,PROSER1,SKIL,DYNC1LI1
11853,LIN52,ADCK4,NCF2,IREB2,IWS1,CCDC88C,WWOX,ZNF90
11854,OS9,KDM2A,TARS,ARL6IP1,MYH9,IFNGR2,DIEXF,DYNC1H1
11855,MAF1,MICA,TSN,NCALD,CD22,RNF25,LSM5,TMEM251
11856,RTN4,TOM1L2,CRAT,ZNF573,DALRD3,G0S2,GNL3L,FAM117A
11857,HIBCH,SIK1,WDR46,SNX22,FOSL2,TNKS,ARL11,TMEM138
11858,LETM1,NOXA1,NOL12,TYW3,ANKHD1,PPP4C,TOM1,KLF12
11859,PGS1,TPCN2,APBB1,MR1,CC2D1A,FBLIM1,SKIV2L,ZDHHC4
11860,AC113189.5,TMEM40,SCAMP4,SSH1,DAPK3,LMF1,SETDB1,DPH5
11861,TAGLN2,ZCCHC10,MBD1,ZNF426,KMT2D,CTB-152G17.6,IGF2R,NMI
11862,LONP2,HYI,SUCLG2,CSNK1E,MAN2C1,GOLPH3L,RP11-468E2.4,MKNK2
11863,CRNKL1,AC010226.4,GTPBP1,ABCF1,TOMM70A,RUFY1,MMGT1,DCP2
11864,ZBTB8OS,GNB5,MLLT3,RWDD4,ANKDD1A,MKKS,TRAPPC11,XCL2
11865,CPSF4,ANAPC13,PLBD1,VAMP7,AGO1,LMBRD2,RBM7,FCER1A
11866,PRMT3,MAP1LC3B,BCL7C,MRPS11,WWP2,TFRC,MAU2,RHBDD2
11867,ACAT1,KLHL42,RP13-582O9.5,PISD,PARVB,RNASE6,C12orf65,CCSER2
11868,ZNF518B,TYW1,SNRNP25,CYTL1,LINC00847,ILF3,SYNJ2BP,TPRKB
11869,TLK2,CD101,TADA3,TPM3,BPTF,SLAMF1,GORASP1,SDAD1
11870,ATR,PLCXD1,GTF2H1,LPGAT1,RASSF2,NUTM2A-AS1,MAPK13,SUCLG1
11871,DMKN,PITPNB,USP39,PRSS57,GNAZ,C19orf24,ZCCHC11,TCF7L2
11872,NDUFA3,ARIH2OS,LILRB3,RIOK2,TCEANC2,C14orf80,EID3,NUDC
11873,DDX3X,ASPHD2,PPP1R12A,SRSF6,MAP3K8,TPRG1,BECN1,S100A12
11874,FAM53B,PRR5,CLINT1,CCR1,HIF1AN,TRIM28,MED19,SEH1L
11875,ARHGAP9,MKS1,ASAH1,HEXIM1,KDM6B,EBPL,RBM45,TRIM5
11876,MX1,SMURF1,SH3D19,ZNF143,CCT3,FBXO4,XCL2,NLRC5
11877,CTD-3185P2.1,FBXO31,RBM26,CIB1,MB21D1,NOP16,TTC38,ECSIT
11878,SLC16A1-AS1,KIAA1191,LAPTM4B,FAM104A,CCDC93,TRIM46,RP11-452F19.3,CPQ
11879,RP11-196G18.24,SH3YL1,EXOC7,UBR7,BANP,SNX15,PDE7A,BCL11B
11880,MYCBP2,AP3M1,CAPN10,PPIP5K2,RALA,ZRANB1,LSM2,VPS26A
11881,IL18RAP,HPRT1,SPEF2,SAAL1,MTF2,MAPK13,OXR1,IFIT1
11882,ZNF25,DAD1,HSPH1,SLC35A1,KDM4B,ZBTB8OS,DDX28,PRR5
11883,EFCAB4B,DPH3,PPP1R8,CHST7,ZNF33B,JPX,C1QC,MRPL37
11884,TMEM5,FEM1A,SMIM5,MRS2,SEC23IP,SMN1,PIEZO1,RASSF4
11885,SERPINB9,PHTF2,SLC35E1,DIAPH2,RNF115,PARVB,FNDC3B,RNF125
11886,ING3,CLPTM1,HNRNPLL,RP11-23P13.6,RPS6,BLVRB,RP5-1028K7.2,RP1-3J17.3
11887,TMX2,TYW3,CYTL1,DOHH,BMP2K,FAM214B,TOPORS,PRPF19
11888,IRS2,RP11-220I1.1,CREM,GLB1,CCDC47,ARL3,FAM120AOS,DENND1C
11889,HAGHL,FAHD2A,TMEM8B,TRMT12,SMARCAL1,CSAD,ECD,TRABD2A
11890,C5orf45,C16orf93,EIF1AD,ACSM3,BCKDK,ZNF100,CD2,B4GALT3
11891,TRMT10B,URI1,TBC1D4,DOPEY1,ZNF446,PCNP,CTD-3184A7.4,CNOT8
11892,CHIC1,GIMAP5,ZNF140,CTSD,NXT1,IMMP1L,HEG1,SLC30A7
11893,FAM91A1,FUBP1,C1orf52,KDM5A,NCOA1,UEVLD,DDRGK1,LILRA1
11894,CTD-2562J15.6,ARMC8,TRAPPC6A,RHBDF2,BACH1,MTMR9,SKI,RPP38
11895,RP11-936I5.1,DENND1B,LAG3,COLGALT1,ZNF468,DUSP23,ZBTB44,CLEC10A
11896,ARHGEF6,PIDD,PTPN2,RAB22A,DLAT,LXN,SCO1,ZNF330
11897,AC007228.9,TATDN3,PCMT1,RP11-792A8.4,GZMA,CSF2RA,HEATR3,SBDS
11898,SERTAD1,U2SURP,NME6,KLHL3,PTPN11,IKZF1,RNF125,RSBN1
11899,CCNB1IP1,TMEM110,CLEC11A,SLC35E3,DNAJA3,PPFIA1,ANKS3,MDM4
11900,HOMEZ,CAMKK2,SIDT1-AS1,NECAP2,ISY1,HS3ST3B1,THG1L,BRI3
11901,TRIB3,TMEM11,UCHL5,WNT10A,MIR4435-1HG,FAM210A,MRPS6,AP2B1
11902,RP5-887A10.1,NDUFB4,FLYWCH2,MICU1,CSTF1,MTRR,GNPNAT1,NTMT1
11903,MAN2B2,FAM46A,EP400NL,TRIM16,CCDC109B,AIMP2,DNAJC11,FYTTD1
11904,CCDC88C,KCTD13,GPN1,MPP1,ALAS1,PRKAB2,PTPN4,RBM5
11905,RNF41,DTYMK,JARID2,PGP,ARPC5L,SGPP1,C11orf57,WDR45B
11906,EAF1-AS1,TSTA3,C14orf80,GFOD1,APBB3,NR4A1,FAM107B,NMT1
11907,ABHD13,KLF7,AGPAT3,C14orf166,TXK,MAP1S,SNRNP48,RCBTB2
11908,PIAS2,KPNA3,TSHZ2,PEX14,GOLGA2,CPT1A,CSTF1,SIRT2
11909,TUBG1,DHX29,DHX29,DECR2,FAM126B,CEBPZ,RNF170,AFF4
11910,UBR5,PPP1R11,IRS2,CLK4,C4orf32,TRAK1,SEC16A,ELP5
11911,MRPL52,CEPT1,TUBGCP2,HSPH1,RBFA,SERPINF1,TCN2,POLR2K
11912,RP11-500C11.3,TMEM216,ZNF511,AZI2,ST6GALNAC6,PNRC2-1,TC2N,FAM58A
11913,CBL,BTN2A2,FBXO7,HERC3,KRT7,PPM1A,DUSP18,CPVL
11914,EEF1B2,KANSL1-AS1,YWHAB,CCNC,C17orf70,GSK3A,FBXW8,POMC
11915,RAB27A,QTRTD1,RHOF,GPR55,ZNF32,ZNF747,TRAFD1,NOTCH2
11916,ZKSCAN1,C1orf50,NPM3,SCOC,SEPT11,ACRBP,AL591479.1,DRG2
11917,HSPA9,CSTF2,HDLBP,CD2BP2,UBE2Q2,MSH5,PRSS57,SCAF4
11918,RABIF,FAM76A,RPL27A,MAZ,NFIC,DHX36,EPRS,GATA3
11919,PPP2R4,C5orf45,MPP7,EDEM2,MICU2,GDAP2,UBA2,UTP11L
11920,ARHGEF10L,CARD11,HSDL2,FAM172A,KLHL6,CLIP4,NEK7,EPS15
11921,ATF7,SOAT1,ACAT1,WDR36,MRPL37,CDK19,TM2D2,CDKL3
11922,ABHD14B,NAB1,FUT7,HLA-DQA1,RECQL,URB2,MOB2,SRP54
11923,ARHGAP35,USP1,WDR5,SLC35D1,CHCHD4,UBAC2,TBC1D25,MRPS9
11924,PAM,TRIM41,EREG,ITGAM,C1orf198,FOXK1,ARHGEF6,MAT2A
11925,IFI27L2,BSDC1,ADTRP,PXN,UBA7,CD300LF,BRAP,KAT8
11926,BACE2,SPRYD7,RP11-413H22.2,ARFRP1,JOSD2,ENDOD1,NUP214,FAM219B
11927,RBM3,NUCB2,SGK1,PUS7L,ENDOV,UBE2V1,C12orf44,DDB1
11928,PSMA2-1,UTP6,MMAA,IRF7,TRABD2A,ENTHD2,PF4,VAMP5
11929,USP36,TUFM,SLFN12L,COPS8,SELO,BRD4,BCL7B,PGPEP1
11930,RBP7,NAGA,ADCK3,RSBN1L,RP11-386G11.5,FAM133B,NDUFAF3,KIAA1191
11931,RANBP9,HOOK2,ACSM3,UFM1,FNBP1,TTTY15,RP11-52J3.3,URI1
11932,LINC00938,CLEC2D,ZNF394,TNIK,AGPS,DOCK10,MADD,FOLR3
11933,KLF11,CMAS,CTC-479C5.12,MMS19,MAP4K1,FAM120A,VEZT,ETNK1
11934,MT-CYB,MPC1,IL17RA,ACBD5,LARP4B,THAP1,APOL3,VAV1
11935,RHOT1,CYP4V2,HSPE1,INTS1,MTERFD1,HES4,CEP57,CEBPZ-AS1
11936,RALA,GLRX2,FOXK1,HLA-DMA,PITPNC1,DNAJC21,JADE1,SHARPIN
11937,YARS2,DESI1,GTPBP10,LRRC8D,MT-ND1,TAMM41,FUT11,TRNT1
11938,SCO2,ADAM8,C1orf21,ANKRD52,CLTC,LONP2,PPM1M,LYRM1
11939,CLCN3,WWP2,HIBADH,NOLC1,ZNF746,LRWD1,RNF135,TRAPPC4
11940,FCGR3A,SERPINB6,GSS,PRKAG1,APOBEC3B,DDX49,CTDSPL,C1orf131
11941,GNPTG,C7orf55-LUC7L2,DPEP2,ANKHD1-EIF4EBP3,ADRB2,C8orf82,MANBA,MECP2
11942,BCL2L13,N4BP2L2,RP11-611E13.2,SLC25A16,OGFOD1,MXI1,NAA20,TRMT13
11943,COMMD10,LIMK1,DNAJB14,FZR1,GSE1,BIN1,SPIDR,KIAA1033
11944,CDA,TRMT44,KIAA0922,ADTRP,DDX60,RP11-325F22.2,FADS2,SNHG9
11945,LRR1,ABR,CRTAM,YBX1,TEX264,C19orf12,CASP5,SLC20A1
11946,MAP3K11,BTN3A1,SIL1,IRF2BPL,MIR24-2,FCHO1,SPIN1,ORMDL1
11947,RCOR3,RPL37,HDGF,PLEKHF2,SLAIN2,USP3,SHKBP1,SNRNP27
11948,TRDMT1,GNB1L,ARHGEF18,PHF6,JHDM1D-AS1,SBF1,APBA2,CISH
11949,EXOSC9,DHX35,GNL1,PPP1R21,TMEM175,RNPEP,PPIL3,DIMT1
11950,RCN2,GNGT2,MLST8,ATP5F1,QRSL1,VCP,MBOAT1,GBP4
11951,AAMDC,KPNA6,RNMT,SRSF4,PDK2,CNTD1,RRP12,FH
11952,CUL9,TAPSAR1,PTAR1,ARFIP2,GP1BA,FAM46C,GGCT,CCDC50
11953,PRKAG2-AS1,IGF2R,SECISBP2,CATSPER1,MRPS5,RXRA,CTC-479C5.12,DHX29
11954,ZNF566,EXOC1,CTD-2006K23.1,TMEM57,ARPP19,C1orf63,LRRC23,PPAPDC1B
11955,TNFRSF1A,ABCD4,RPL36A,KIAA0040,ENHO,RFK,RFWD3,USP7
11956,NOP58,ZYX,TRMT11,USP9Y,SCNM1,MNDA,RAD17,GALK1
11957,RPS24,EIF2D,TBCB,ZDHHC7,OCEL1,MRPL24,CD163,RFFL
11958,SNX15,LRRC41,RSRC1,IPO8,NCOR2,EP400,SIK2,ACBD6
11959,GCC1,CEACAM21,C12orf45,SUCLA2,FAHD1,SULT1A1,RP11-94L15.2,TAP2-1
11960,NEIL2,MTDH,POT1,SETD5,SIRT7,LINC00910,CTSA,LFNG
11961,VTI1A,TMBIM1,VPS13D,BCAT2,CCDC23,SS18,CR1,ALG13
