,CD4 T,CD14 Monocytes,B,CD8 T,FCGR3A Monocytes,NK,Dendritic,Megakaryocytes
10648,MBLAC1,OTUD7A,LRRC42,TMEM42,CTD-2033A16.3,YAE1D1,IFITM2,GMCL1
10649,HIATL2,FAM114A2,ULK4,HECTD3,BRIX1,RDH11,CTD-2267D19.2,LHPP
10650,ADIPOR2,UBE3A,OSBPL7,LRRC27,CBWD1,YIPF6,NCAPD2,ASH1L
10651,EEF1B2,C2orf68,AC005076.5,SNX29,CYB5RL,C11orf71,RAB5A,THG1L
10652,TCF20,AP2M1,KLHL28,KNOP1,IPO13,MPP5,PITPNB,MIA3
10653,MSH6,HERC5,BAG5,TRAPPC12-AS1,HSPA4,DUS3L,ARL15,EXOSC10
10654,APOL2,PLD1,PAFAH2,FBXO48,DPYSL2,AC145212.1,LDOC1L,METTL18
10655,KLHL2,ALDOC,ACAD8,USP42,CDK20,HLA-E,CRTC1,ITPKB
10656,HCK,EFCAB4A,CDK8,ZNF644,IRS1,RNF4,ELP6,MGME1
10657,HDHD1,PTCD3,GAB3,FAM178B,AGPAT9,MPG,RPAP1,ST6GALNAC6
10658,MARCKS,GTF3C1,NOP56,XKR8,PTCD3,RP11-802O23.3,DISC1,ZNF638
10659,GRK6,ZNF19,RP11-499P20.2,EIF4EBP1,KRBA1,RP11-252A24.7,IL7,RNF19A
10660,HIST1H2BD,ARL2BP,ADNP,CFD,AP1G2,CREBZF,ACSL4,PKN2
10661,CAMKK2,VSIG8,PM20D2,NISCH,ATG4C,CCDC82,CCDC14,JOSD1
10662,VWA9,CLCN1,OSBP,NADK2,PLBD2,GPATCH2,SLU7,TIFA
10663,SLC5A2,SNAPC2,LAS1L,ADAT2,CLEC1B,IMMP1L,SHOC2,WDR6
10664,DCTN6,SLC24A1,FBXO31,SFI1,ARHGAP21,SCRIB,SREBF1,BROX
10665,RNF169,LENG1,SRPR,BAIAP3,ISG20L2,UTP18,SMN1,CD160
10666,HDDC2,ZMIZ2,LINC00937,LCLAT1,CENPBD1,BTBD7,RP11-448A19.1,ATP2B4
10667,PCF11,AURKB,NARS,RPL32,RP11-89K11.1,DOK2,PPP2R4,MAFG
10668,SETDB1,RRM2B,GFOD2,DDX11,BTBD10,DCAF10,AC022182.3,SCAMP4
10669,AFF4,C8orf31,UBXN11,CTA-292E10.6,CUEDC1,HERC3,TTC9C,MRPS5
10670,FOXD2-AS1,CENPQ,ENTHD2,NPEPPS,BCL3,GDE1,KCTD13,SOAT1
10671,FAM53B,WDR53,SLC35A3,CTBP1-AS2,ALG8,TRIP4,FDX1L,ANKRA2
10672,XXbac-B135H6.15,RIN1,RP11-455F5.5,IFT52,AC007880.1,CPOX,SLC25A32,KIAA0226
10673,LL21NC02-1C16.2,ATP13A2,EPS15L1,GBP1,B4GALT5,RP11-334C17.5,CXorf56,PUM1
10674,RP11-452L6.5,DHRS9,NSMF,DDX5,LMNB2,ZNF251,KBTBD3,SMAD3
10675,CA11,PRSS53,PRKAR1B,CBY1,XRCC4,MTAP,TTLL4,DNAJC17
10676,SLC37A1,C7orf13,PIK3R6,PRICKLE4,DICER1,RP11-873E20.1,ITFG3,LAG3
10677,SBK1,KHNYN,HEATR2,GTSF1,RAP1GAP2,FAM210B,YEATS2,KIAA2026
10678,FAM212A,JAK2,TFG,CDKN1C,DRAM1,CCR1,HRASLS2,MTA2
10679,INO80,TOR1AIP2,WSB2,TEN1,IL15RA,ZNF33A,C19orf48,GPN2
10680,OSBPL3,KRIT1,AC025171.1,TUBD1,LILRB3,CCDC69,CD96,NEK6
10681,MINK1,EIF3J-AS1,SLC36A4,RP11-973H7.1,RBM6,CYB5R2,SPAG5,PCYT1A
10682,DYNC2LI1,PTPRJ,ATP6V1A,GATSL3,AUTS2,TERF1,C4orf29,MRPL38
10683,SF3A1,ZNF302,TIMM8A,ACAP2,AC115618.1,DYNC2LI1,WDPCP,CEP350
10684,PYGM,RUVBL2,NMNAT3,MID2,MAMDC4,B3GNT1,TESC,GEMIN6
10685,C1orf123,HPGD,TUBA4A,VIT,NSF,PQLC1,IL1RL2,CLK4
10686,TMEM63B,TLDC2,CD93,LINC00211,XPR1,ASL,KHK,RANBP3
10687,RFWD3,CACUL1,KLF12,ARVCF,MYBBP1A,METTL15,CALU,CUL3
10688,DNAJC27-AS1,VPRBP,ARID3A,RPAP2,CD5,CPNE1,ZNF322,HACL1
10689,EXOSC8,ORAI1,TRAPPC4,DCAF13,RP11-37B2.1,JOSD1,ORC5,ANKLE2
10690,LUC7L,ZNF398,RP11-890B15.3,DERL3,MYCL,BAIAP3,WDR34,TYK2
10691,DKK3,HERC4,MCM4,ATP2B1,GTF2IRD2,MXI1,TMEM128,TARBP1
10692,LPP-AS2,ARIH1,ING5,SIPA1L1,RPE,AC073283.7,FAM102A,HUWE1
10693,ARPC1A,ZNF484,SAMM50,AC009948.5,C9orf64,KRI1,CENPQ,CD72
10694,AIFM1,CD8A,PRADC1,PLK4,COX4I1,RP11-492E3.2,PPAT,GSKIP
10695,MAPK7,SP4,ETS2,CCDC159,DCK,PACS1,GNPTG,ZFC3H1
10696,PTGER2,RP11-849F2.7,CUX1,SLC9B1,SLC44A1,DTWD1,CHERP,SPATS2L
10697,CMTR2,RSRC1,TOM1,PNRC1,RP11-730K11.1,FNIP1,ZDHHC21,VMO1
10698,CTC-241F20.3,HDAC6,SZT2,C10orf32,RP11-535A5.1,SPIN2B,GABBR1,TSPAN4
10699,C8orf33,BTN3A3,ZNF726,SLC35B4,PERP,DGCR14,INO80D,TRIM39
10700,ARL4A,KIF21A,TTN-AS1,LILRA5,RP5-1073O3.7,CD2AP,ZC3H11A,TMEM39B
10701,ILVBL,GALR2,CYFIP1,CDON,A2M-AS1,SELK,FMR1,MED16
10702,ZNF404,RP11-1017G21.5,RBM34,PDE7A,PSMD10,ZNF317,SRF,GLT8D1
10703,RP11-513M16.8,EFR3A,PRR7,DPY19L1,PSPN,SERAC1,CAMTA2,MUS81
10704,PRPSAP2,STRBP,IRAK2,PWWP2B,RP11-849H4.2,TSPAN7,MAST3,GPX7
10705,PLAGL1,CNEP1R1,THUMPD2,CD302,MEF2C,TRIM52,PARP16,SNX19
10706,HCCS,AK3,ABCA2,SH3D19,TIMP2,RAB3A,PTPLB,NFX1
10707,GSK3B,TFAP4,TBC1D31,LZTFL1,GOLGA5,LETM1,ORC3,MXD1
10708,GEMIN4,GPR20,RP11-473M20.9,STAT3,BTAF1,NSG1,AP1B1,SCYL1
10709,ASAH2B,GNAI2,DNASE2,FBL,GABBR1,LRRN3,APITD1,APTX
10710,RSRC1,IFRD1,FAM153B,LINC00115,MRM1,URB2,PPM1N,MAGT1
10711,ISG20L2,ARL1,DOCK9,FCRLB,SLC39A7,EHBP1,LARP1,HLA-DQA2
10712,KSR1,VAV1,RNF19B,AC040977.1,NDC80,ZFYVE28,ANKRD26,HOXB2
10713,TMC4,NPRL3,TMEM141,TNFAIP2,RIN2,PFDN4,CCM2,DYNC1I2
10714,ZNF106,MSRA,FOXO3,USP35,TBC1D5,DPH2,S1PR1,POR
10715,TSFM,RP11-5C23.1,ICAM4,RP11-106M3.3,ARNT,ZNF586,HAPLN3,PIN1
10716,NXF1,SMIM12,RLIM,CADM1,TIFAB,C1orf213,GFOD2,NINJ2
10717,ASMTL-AS1,PSMB10,PGAP3,TUBA1B,DIS3,EOGT,CHST14,MAPKAPK2
10718,FXR2,SLC30A9,SLC25A33,TMEM205,RP5-943J3.2,C14orf142,CDK17,THEMIS
10719,BZRAP1-AS1,FAM212A,LILRA6,DUSP14,ZNF573,LINC00623,SLC46A2,RP11-35G9.3
10720,ZNFX1,TRIM16L,PITPNC1,SUMO2,AC061992.2,MRPL38,MKRN1,GUCD1
10721,SMOX,LINC00094,TRABD2A,ERI2,PUM2,MTIF3,BTBD7,LMBR1L
10722,THAP7-AS1,PIF1,MBD6,SMURF1,TCF7L2,EDEM1,B3GALT2,USP8
10723,PGRMC1,TTN,TMEM126A,GTF2E2,LLGL1,RP11-1191J2.5,VDR,ADAP1
10724,RANBP9,RABEP1,TBC1D14,NDUFC1,CES4A,FANCI,LMBRD1,PQLC1
10725,TCOF1,PER3,EMB,ETV3,PLEKHA8,CEP68,C6orf25,SIGMAR1
10726,DOPEY2,TATDN1,OST4,LAX1,SH3BP5-AS1,APBA2,EDC3,VPS37A
10727,ARHGAP35,ENO2,CD300LB,TCF7L2,MAK16,RSAD2,ZNF185,ATXN7L3B
10728,KAZALD1,CEBPZ-AS1,TYW1,B3GALTL,CNST,BCAS2,SYNC,CRIP2
10729,LSP1,EPT1,BIRC6,GTF2H2,GAS6,SIGLEC14,KB-1507C5.2,SNAPC3
10730,CCDC101,RP11-620J15.3,TTC22,CSTF2,ALDOC,ATXN7L1,INF2,FAM65A
10731,DRG2,MBP,FAM195B,TMED3,RBM19,DNAJC30,ATG2B,WRAP73
10732,RP11-102N12.3,NAALADL1,MYO19,EFCAB11,ZNF512B,NCR3,OBFC1,IRAK3
10733,REXO2,DNAAF1,RP11-539L10.2,RP11-266J6.2,ZNF222,TGFBR3,HDGFRP2,SPTY2D1
10734,SH2D1B,PIK3CB,IQSEC2,FAM220A,PPAT,SLAMF1,CENPL,TMEM33
10735,CENPM,RP11-354P11.3,NACA2,RP11-386I14.4,SWI5,KIAA0232,GTDC1,POLR2B
10736,ARHGAP10,SBDS,ZNF200,ERO1L,ASGR2,CXCR3,BACE2,HIBCH
10737,IL12A,AGAP6,CD58,CCDC112,MT1X,IMPA1,SH3BP5,CARD9
10738,AAAS,PTCRA,CD200R1,NFKBIB,RP3-322G13.5,UTP14C,CTD-2336O2.1,LINC00649
10739,UFL1,STOM,HDAC8,B3GAT1,MCOLN3,STAT6,REEP3,TSPAN31
10740,TNFRSF1A,MVK,OGFRL1,POLG,SMIM5,KCNMA1,EML3,THUMPD3
10741,PRKAR2A,DNAJB2,C18orf25,RILP,OXLD1,TKTL1,SIRPB1,CHP1
10742,ANKS3,ITK,VMO1,DDX26B,AIM1L,TXNL1,WDR83,TACO1
10743,IL15RA,OTUD6B,FBXL8,GTF3C5,ACSL4,AGTPBP1,TRMT2B,THAP1
10744,PSMG4,CETP,SLC35B2,VPS16,SLC12A4,LMAN1,TMEM68,RPP14
10745,C15orf61,MINPP1,AP003774.6,TPPP3,RP11-629O1.2,APOBR,DHRS11,SRSF1
10746,PEAK1,C3orf58,PTPN9,PPM1F,ENO1,HCAR2,ZNF510,SLC25A25
10747,BUD31,NAT14,UTS2,ADPRHL2,FAM221A,TNFRSF18,SLC9B2,PARP11
10748,DEPTOR,FBXL3,HIP1,TMEM91,RPS6KA3,C12orf5,LINC01135,MAPKAPK5
10749,MON2,TCP1,TRAPPC2P1,RHBDD1,RPS4Y2,TFEC,TNFRSF13C,IKZF5
10750,DIS3L2,ARL6IP4,PARP16,STT3A,FAM117B,NR1H2,XPO4,ARMC6
10751,ALAS1,TFG,UNK,TRAPPC13,CKAP4,CDKN2B,ZMYND11,MALT1
10752,CCL4L1,ZNF691,SPNS1,FAHD2A,SPTLC1,ARL17B,NR2C2,RXRB
10753,HOOK2,TRIM33,CTD-3138B18.5,CTDSPL2,HPRT1,RALGAPA2,RP11-63P12.6,NMT2
10754,C1orf109,RPS20,EXT2,HIST1H4K,ZNF605,SLC17A5,YLPM1,BDP1
10755,OSBPL10,MORN2,RWDD1,HOXB-AS1,TNNI2,GPR42,MRPL51,CDC73
10756,SPAG9,KIAA1033,ACSL6,JKAMP,LMAN1,RP11-872J21.3,PSME4,HIPK1
10757,PJA1,CTC-228N24.3,ATIC,KLF7,HNMT,EGR1,CLEC16A,SCAF11
10758,RFESD,RP3-510H16.3,ZNF682,TCTN3,NEK6,RP11-539L10.2,RPA3-AS1,GATAD2A
10759,RRBP1,U2SURP,PRR14L,GSPT2,TNFSF10,ITGB2-AS1,MFNG,LIX1L
10760,IRAK1,SLC25A15,POLI,ATAD1,KLHL2,TM2D3,RPP21,PSMF1
10761,NSUN4,RP11-468E2.4,BNIP1,LRRC48,PPP3CB,LINC00998,TECPR2,C2orf49
10762,LOXL1,RP11-403A21.2,CCDC152,TNKS2,HSPA1B,RALGPS1,PIGU,LAS1L
10763,STPG1,BCL2L12,ZNF671,RP11-97C16.1,MRRF,ILK,EXTL2,GGCX
10764,SENP2,MED14,LAMTOR3,KLHL28,SMIM4,NBPF20,AMT,FCHO1
10765,TTI1,ANPEP,STIM1,FBXL4,COX18,SART1,HSD17B7,IKBKB
10766,NUMBL,TMEM203,DDX59,NFS1,FOXJ2,ZDHHC14,STX2,IPCEF1
10767,NGDN,MUL1,VASP,POLB,SCAMP1,C14orf28,MAP2K5,ZNF775
10768,P2RY14,MPST,SNRNP200,KIN,KIF21A,CPNE8,SLC1A4,CD1C
10769,VAC14,CCNB1IP1,CYB5R1,GPD1L,DCAF15,CDKN2A,LAMTOR3,COQ10B
10770,FAM222B,PLSCR1,CD1D,C2CD3,RP13-516M14.4,ZNF117,AKNA,DIABLO
10771,PFKFB4,RP11-277B15.3,BTBD10,SCPEP1,MEFV,CHKB,ASXL2,HSD17B7
10772,LOH12CR2,SLC16A5,PPP3R1,GFPT1,NCAPD2,GNAI1,MPV17L2,PCMTD2
10773,E2F5,MTMR9,AP1G1,UBE2K,USP20,PRPS2,PPP1R16A,C19orf52
10774,G6PC3,RP11-110A12.2,ASAH1,TNFRSF17,ADAMTS6,CRISPLD2,TFDP1,SPRTN
10775,HIST1H2BG,ZNF672,NPC1,PRICKLE3,C2orf68,SRBD1,ARAP2,KIAA0020
10776,GCA,ARHGEF18,ETV6,RP11-298J20.3,DGKH,MRPL51,CBWD2,HENMT1
10777,TMEM39A,PILRA,ARMC1,P4HA1,MAP3K6,CD40LG,RASSF5,AKAP8L
10778,MFSD1,PLEKHA1,KIAA1586,GBAS,SGSH,SLC38A1,TJP2,ZNF800
10779,SPTY2D1,RCN2,FAM3B,UVRAG,TRMT13,ZDHHC3,TOR1B,TCERG1
10780,RP11-706O15.1,ATG12,C4orf46,GLYR1,ZDHHC17,C9orf37,TTBK2,NTPCR
10781,C17orf62,NRDE2,SNF8,SREBF2,UBXN7-AS1,AFF1,METTL25,KIAA0040
10782,HDAC4,SEPHS2,WAS,ZDHHC5,RP11-135A24.4,TNRC6C,KLRC1,FAM210B
10783,COA3,ETV7,HCAR2,AP4M1,NAPB,GBE1,TSC22D4,RBM27
10784,PROK2,SLC26A6,NR1D1,RP1-315G1.3,GSTM1,RP11-108M9.4,NSUN6,AKAP8
10785,HS1BP3,C1orf21,ARFIP1,FRA10AC1,VPS39,CHERP,NCOA5,GPR171
10786,MPC1,MRPS11,PLEKHO2,FAM84B,BCAS4,KIF16B,RP11-708J19.1,APMAP
10787,TIMM44,SRPR,CHID1,AIFM1,LILRA6,ZNF592,SLC29A2,POLR2G
10788,WDTC1,POLA2,ASL,PAK1,AKAP1,TRNP1,PRPSAP1,AC084018.1
10789,RHBDD3,PKIB,C9orf66,MRPS7,C5orf55,PPP2CB,SYNJ1,UBALD1
10790,BCL7A,UBN2,SLC35A2,PFKP,TPPP3,BACE2,VPS52,ENDOV
10791,WDR92,TRAT1,ATF6,SETDB1,PNMA1,TIAM2,CENPM,SCLT1
10792,BIRC6,STAC3,ABHD2,SBF2,KIAA1919,MANF,MRPS24,TRAPPC2P1
10793,ABHD13,ZNF254,CCNY,ZMAT4,LINC00987,LINC00847,HAUS8,LEMD2
10794,GYLTL1B,FAM69A,BRI3BP,COMMD5,LZTR1,NFRKB,MPG,KDSR
10795,PCGF1,RP11-351D16.3,CAAP1,QTRT1,ZC3HC1,FBRSL1,BOD1L1,DPP3
10796,COX14,SYNE3,FAM109B,IRF2BP2,COMMD2,ATP5J2,ELP4,GNL1
10797,KARS,ARHGEF12,GNB2,CLPTM1L,XPO6,FAM120C,PCGF3,VAC14
10798,MRPS14,MSANTD3,MPHOSPH8,EIF4E,HDGFRP2,SPATA2L,CDC27,UAP1
10799,KIAA1191,RP11-353N4.4,SYK,LCP2,IKZF3,KLHDC4,NIPAL3,VPS41
10800,AC104532.4,GAMT,XXcos-LUCA11.4,LDOC1,NUP98,KIAA0141,ALKBH6,HDHD3
10801,GNPDA1,ZNF785,YIPF3,C11orf71,HDX,MARK4,RBM43,FAM78A
10802,RP11-4F5.2,GIN1,SLC9A7,RP11-44N11.2,CASP4,CCSER2,INTS3,KLHL36
10803,PSMB1,GOLGA1,EMR2,DENND1A,SLC4A2,RP11-8L8.2,TOR1A,PRRC2B
10804,AARS2,C6orf62,IRAK3,MYOM2,ZNF174,FBF1,CTD-2192J16.22,ACSL5
10805,RNLS,NDUFAF2,PPP1R37,GPR137,BCL9L,RP11-102N12.3,CREBRF,WBP1L
10806,DUSP28,CRTC2,NFATC3,CSNK1E,FLNB,SYT5,ZBTB16,PNRC2-1
10807,RAB6B,NBEAL2,RGS3,PDE4A,RTKN2,ATL3,USP47,STXBP3
10808,MTCH1,CMTM2,TBKBP1,AC025171.1,TREML1,CTB-133G6.1,TEX30,LRRC28
10809,LZTS1,RP11-680A11.5,TNFRSF21,NRN1L,KMT2D,NRBP2,SERGEF,ATF6
10810,CEP290,ZBTB38,MINA,ACP2,PPIL4,SEC22A,EPC2,NHP2
10811,SUSD1,YIPF1,POLR2F,WAPAL,DHRSX,FAM46C,TUBGCP5,ZNF467
10812,FAM211A,CBLB,BRD2,TRIM23,AC023590.1,REXO4,SYMPK,NTHL1
10813,POT1,SIPA1L3,GPANK1,PAOX,H2AFY2,LIPT2,SLC37A4,RP11-83A24.2
10814,PPAP2A,QRSL1,IL11RA,CPSF7,ACER3,ZSCAN12,COBLL1,IGF2R
10815,DIP2B,MARCH7,IMPACT,RBAK-RBAKDN,RHOBTB2,SH3YL1,TM7SF2,GSTZ1
10816,CFLAR,HEXDC,MGLL,ADPGK-AS1,AC015987.2,ZNF259,TMOD2,KIAA0922
10817,SEC13,PNMA5,PNPLA2,PLCB1,B9D1,ZFYVE20,RP11-16E12.2,LINC00402
10818,ARID1A,GLTPD1,RP11-468E2.5,CCSAP,TANGO6,ZFHX3,CIR1,GAS7
10819,FBLN7,RP11-428G5.5,KCMF1,CCDC127,BCL9,TP53,RNF13,SMIM4
10820,TCP11L1,TCHP,ASB2,LINC00665,TMEM110,THUMPD3,KLHDC8B,ARV1
10821,KLF4,JMJD6,GADD45A,MTHFS,PTP4A3,RP11-500C11.3,RFX2,C16orf54
10822,ORC5,ATAD2B,SPTSSB,MITD1,PTPN22,LINC00528,TAZ,KCNQ1OT1
10823,ZFP91,NFE2L2,TRIM4,DDX10,SUPT16H,SPEF2,RBM12,NSG1
10824,ERLIN2,AC093673.5,BEX4,TMEM167B,SKIV2L2,FPGS,ZNF516,SNX29P2
10825,E2F6,DNASE1L3,MORF4L1,THAP11,WDR86,SLC4A1AP,ANKRD9,RP11-792A8.4
10826,SFMBT1,CHAC2,ATG13,TARBP2,RASGEF1A,ELP2,LRWD1,ATAD1
10827,ARL2BP,C16orf72,MED13L,AC132872.2,AKIRIN1,SLC22A18,ZNF319,FAS
10828,CD38,MRPS22,ZDHHC7,DGUOK,ZNF823,ATP6V1F,SLC2A13,PPP1R10
10829,CFP,MTRR,DOHH,ACTL6A,ALOX12,SPARC,LAPTM4B,NDUFB3
10830,FAM174A,SAMSN1,SF3B14,METTL3,ICAM4,DNASE2,MTRR,CERS5
10831,MTM1,PAQR8,MAPK8IP3,TTC27,ZNF212,HAUS2,SNX29P2,CDH23
10832,METAP1D,IDH3A,CDC37L1,TMEM230,UPRT,AIM1,PLA2G15,INIP
10833,RP11-304L19.5,ACAT1,C2orf68,RP3-395M20.12,HHLA3,APBB3,FLCN,PMPCA
10834,LMAN2L,SLC46A3,EEA1,ZEB1,CCL3L3,NRM,HDAC6,UCP2
10835,COCH,IL6R,CAPRIN1,MXD3,VPS16,P2RY2,PARP15,LPIN2
10836,U73166.2,CD96,AHCYL1,TLE2,ARAP1,FAF1,PPM1B,GALNT11
10837,TTLL1,DIS3L2,RUFY3,RP11-147L13.2,DUSP6,DGKE,RCC1,PITPNA-AS1
10838,C12orf23,SNIP1,MCM9,PLA2G6,ORMDL2,ACAA2,NEIL2,TCOF1
10839,KAT2B,ARHGEF7,TBXAS1,ACRBP,KCTD9,MICU2,AKTIP,HCCS
10840,C14orf159,MLH3,CLPTM1,N4BP2,INTS2,NPEPL1,EXOC5,XRRA1
10841,RP11-16E12.2,RHOF,RNASEK,CRTAP,MTCH1,C10orf11,SNORD3B-1,DDOST
10842,NELFA,RTN1,PDS5A,FZR1,CXorf21,MYL6B,TMEM222,ZBTB7B
10843,TAF6L,SSSCA1,HK3,KIAA0355,LIPT2,PRDX2,SPATA2,ZDHHC1
10844,RNF126,ACSS1,SLC38A5,PRMT6,RP11-395A13.2,MAFF,PPP2R5B,ZMAT3
10845,LRRFIP1,APOLD1,KDELR1,PLXNB2,KLHL6,PHF10,NDUFA9,AKIP1
10846,LPIN1,EIF2D,POGLUT1,FASTKD3,BAG2,POMT1,SNX20,FLOT1
10847,PPP1CB,FAM43A,PLIN2,EVA1C,HIPK1,SNRK,C19orf82,CNOT11
10848,PF4,MED31,RFC5,PSME4,ZNF584,FBXW4,EIF2S3,IDH3B
10849,SLC16A3,PSMD3,ADI1,PIGP,HIBADH,IFT27,ZBED1,AGGF1
10850,ATP11A,MAP1S,ST3GAL6,RING1,AFF3,RP11-1398P2.1,TOLLIP-AS1,NIN
10851,YTHDF1,PRKCH,TAF6L,SYNGAP1,NACC2,NOTCH1,ZNF37A,RRP1B
10852,AKR1C3,POLE,GAR1,DNASE1,TBC1D23,UTP3,TBK1,CHCHD4
10853,SMPD2,MAPK3,LINC00987,HIF1AN,ESAM,KDM2B,MTF1,IMPA2
10854,MED23,HAGHL,AMT,HBP1,SBNO2,C12orf73,RANBP2,DHRS12
10855,KBTBD3,RBM42,HPGD,LINC00909,MPZL1,ICA1L,SLAIN2,PRKDC
10856,NOA1,ZNF267,CES4A,PFKL,LINC00526,SLC38A6,PPP2R5D,GPR155
10857,C3AR1,KANSL1-AS1,GARS,CD200R1,MZT2A,NACA2,TMEM168,ECHDC2
10858,CCDC167,NCOA7,TGFBRAP1,COG2,WDR53,FBXO42,WARS2,FAM175A
10859,OSGIN2,CD7,CISD1,PIP4K2C,CTSL,LRRC8B,ZSCAN29,RNF41
10860,C10orf76,DMAP1,LRRC23,PNPLA8,PFDN4,NDC80,C2orf88,VTI1A
10861,EHMT2,AC040977.1,MAMDC4,TKTL1,ENTPD3-AS1,VIL1,CCDC34,PDS5A
10862,PLEKHO2,KB-1507C5.4,SETD3,CELF2,ABCA7,SYVN1,TRIP11,AC093323.3
10863,CDKN3,MBNL2,MARS,FLAD1,GAS2L1,SECISBP2,ZNF708,TRIM26
10864,ARHGEF9,CCDC117,GSTZ1,FUBP1,WDR34,ZC3H12A,PARP6,ZNF830
10865,ELMOD2,ERV3-1,TMX3,POLM,CTD-2288F12.1,LSR,EXTL3,SRPRB
10866,PLBD2,SVIL,SOCS2,ZNF526,HIST1H2AM,C3orf38,ZNF821,DHX58
10867,RP11-872J21.3,SLC37A4,RP11-448A19.1,MED27,ATP2A3,FDPS,PEX26,ISOC1
10868,RAB22A,IFT27,ITK,MTA1,DCTN6,MKL2,SUV39H1,DDX39B
10869,RP11-212P7.2,TIMP1,PPIP5K2,ZNF668,AC010883.5,GPS2,PAIP2B,KIAA1430
10870,CACTIN,CCL4L1,ARIH2OS,LMO4,FBXO41,SYNGR1,NUP214,UFSP2
10871,CLNS1A,ATP10D,GPR107,SLC9B2,PDS5B,DLD,IFNAR2,FBXO8
10872,PLEKHG3,PDE4C,AP001469.9,ZNF142,PDIA4,CMC1,HAUS7,PIGF
10873,ATF4,HES1,C16orf54,COL4A3BP,TMEM161B,MLLT6,ZFYVE20,FAM118A
10874,ZNF865,EXOSC8,CCR7,TEC,ZNF576,PSMA4,BCKDHA,RASGRP4
10875,RP11-708J19.1,CRLS1,MAP3K13,FDXACB1,OSER1-AS1,HIC1,RPL39L,KDM2B
10876,ZNF195,ATF7IP2,PCYOX1L,NDUFB1,HSPA13,SOS2,WDR45B,RNF25
10877,SLFNL1,TM9SF3,MAP1S,CIITA,GFM1,ZNF510,RHBDD3,GOSR1
10878,PSMC1,ARCN1,CARD9,RENBP,ZNF789,ZDHHC5,AC062017.1,JAK3
10879,TMEM182,CTC-425F1.4,MYO5A,RP11-262H14.3,SLC25A44,FBXL20,CCNA2,LMAN1
10880,PEX1,MFSD2B,TAX1BP3,ALG3,SMAD7,SETD8,CORO2A,SFT2D2
10881,TUBB2A,WDR55,HIRIP3,SMG9,PTRH1,IQSEC1,RP11-18H21.1,YKT6
10882,IL27RA,CEP78,CA13,SPTSSA,CLDND2,LGMN,MIS18BP1,PPP2R5D
10883,SLC4A2,NSUN3,GALNT11,PTPN9,FAM200A,RP13-1032I1.7,MTX2,SFR1
10884,R3HDM2,TNFSF13,BCL2L12,CPEB4,SNAPIN,FCN1,TNFAIP8L1,RP11-108M9.4
10885,PGM3,FAF2,DDX26B,ARFGEF2,CARS,SAMD8,TRMT12,SLC25A46
10886,FAM71D,ACACA,NFKBIZ,ZNF583,GCDH,IKBKAP,QTRTD1,C19orf53
10887,ZNF786,RPF2,KMT2B,SPRYD4,EDC4,RP11-410L14.2,ZNF790,SLC25A1
10888,RP11-504P24.6,MYH10,LZTFL1,USP32,ZNF131,ENO2,C2orf69,LINC00969
10889,MTA3,NAGS,MRPS17-1,ENG,ATMIN,LRRC8C,SERPINI1,TMF1
10890,CASP10,ASL,NCKAP5L,FGD3,LEPROT,ZNF814,SESTD1,IKBIP
10891,BIVM,SYTL3,EPOR,ZNF384,APOL1,FBXL16,INTS7,ZBTB25
10892,GMEB2,TRAP1,APAF1,RNASEL,POLR1C,RP11-490O6.2,SUPT7L,CREBL2
10893,RP11-22P6.2,LYRM5,SLC11A2,MTERFD2,MCOLN1,FCRL6,CDK13,CROCCP2
10894,AGPAT6,EP400NL,TOP2B,CKAP5,TMTC3,SPPL3,PRPS1,PNPLA8
10895,CTSB,PAK1IP1,DDX55,TOR4A,RP11-407N17.5,FCGR2A,GSTT1,PIGS
10896,RAD18,XPO7,TRAPPC1,RP13-188A5.1,SULT1A3,AC004257.3,ZNF445,PPP2R5E
10897,C8orf59,CENPT,LSG1,CHTOP,KCTD5,NCBP1,RAB21,UBA6
10898,CNTNAP2,RANBP3,NCDN,CTD-2231E14.8,SESN2,CDK7,C2orf42,UBE2M
10899,HERC4,MT-ND4,IPO5,PCYOX1,EXTL2,BLOC1S6,VAPB,QSOX1
10900,RP11-428G5.5,PJA2,COX10,AUH,ZNRF1,ITGB3,MUS81,DCAF5
10901,ZNF672,NDUFA10,TRAFD1,TRAF3IP2,RPP40,ATP2A3,RPIA,BASP1
10902,EEFSEC,VPS13B,RFX5,PDS5A,RAB13,KIAA0586,FZR1,TFDP2
10903,FBXO2,ARL2,NCOA4,PARK7,CDPF1,FOLR2,N6AMT2,COQ5
10904,SIK1,TMC4,RP11-291B21.2,CEBPZ-AS1,DMTN,EIF4A3,LDB1,STK32C
10905,FBXO41,ZDHHC7,AHCY,FSTL1,CHPF,NUDT18,PRIM2,IVD
10906,RABGAP1,RPL7L1,FTO,BACH1,ZNF671,LOH12CR2,THEM6,EGLN1
10907,TERF2IP,PDGFD,SNORD3B-2,GSTM4,C9orf89,ARPC5L,EXT1,ZNF75A
10908,ZNF329,TSEN15,RBM27,NAPEPLD,FAM73A,YTHDF3-AS1,TATDN2,FHL3
10909,TGFBRAP1,SCAMP4,RHOBTB3,NAGA,DHX30,CCNA2,LSM10,SMARCD1
10910,RP11-166O4.6,PCGF5,FBLN2,SP1,SLC25A4,ACYP2,FARSB,GTF2H1
